ID,Status,StartDate,Year,EndDate,Name,Street,ZIP,M,Description,Latitude,Longitude
7000042,APPROVED,10/05/18 00:00,2019,10/05/19 00:00,Business 312224312,S A W GRIMES BLVD,78664,S,FOOD MANUFACTURER,30.4816801,-97.649945
7000043,APPROVED,12/04/18 00:00,2019,12/04/19 00:00,Business 1558123737,S A W GRIMES BLVD,78664,S,FOOD GROCERY,30.4816801,-97.649945
7000044,APPROVED,29/03/18 00:00,2019,29/03/19 00:00,Business 1350082638,EDVILLE LN,78664,S,FOOD MARKET MANUFACTURER,30.4818101,-97.641475
7000045,APPROVED,24/05/18 00:00,2019,24/05/19 00:00,Business 1990489911,S A W GRIMES BLVD,78664,S,FOOD MOBILE VEHICLE VENDOR,30.4793701,-97.641615
7000046,APPROVED,24/05/18 00:00,2019,24/05/19 00:00,Business 581621755,S A W GRIMES BLVD,78664,S,FOOD MANUFACTURER,30.4793701,-97.641615
7000047,APPROVED,07/03/18 00:00,2019,07/03/19 00:00,Business 1571432298,S A W GRIMES BLVD,78664,S,FOOD DISTRIBUTOR,30.4793701,-97.641615
7000048,APPROVED,12/04/18 00:00,2019,12/04/19 00:00,Business 686438861,S A W GRIMES BLVD,78664,E,WINE D W/STRONG BEER,30.4794501,-97.642075
7000049,APPROVED,29/03/18 00:00,2019,29/03/19 00:00,Business 1488401371,GLENN DR,78664,S,FOOD RESTAURANT,30.4781101,-97.649915
7000050,APPROVED,12/04/18 00:00,2019,12/04/19 00:00,Business 1689860501,GLENN DR,78664,E,FOOD DRIVE IN RESTRICTED,30.4744401,-97.648815
7000051,APPROVED,07/03/18 00:00,2019,07/03/19 00:00,Business 1390181167,MONICA LN,78664,P,FOOD GROCERY,30.4798901,-97.630415
7000053,APPROVED,29/03/18 00:00,2019,29/03/19 00:00,Business 214704390,S A W GRIMES BLVD,78664,E,FOOD GROCERY,30.4744201,-97.639835
7000054,APPROVED,28/06/18 00:00,2019,28/06/19 00:00,Business 1070947255, , ,E,LIQ ON-SALE D W/SS SERIES 3000,30.4743501,-97.635445
7000055,APPROVED,29/03/18 00:00,2019,29/03/19 00:00,Business 358190041, , ,E,FOOD RESTAURANT,30.4743101,-97.634325
7000056,APPROVED,29/03/18 00:00,2019,29/03/19 00:00,Business 956512214, , ,E,FOOD CATERERS,30.4743101,-97.634325
7000057,APPROVED,29/03/18 00:00,2019,29/03/19 00:00,Business 392833463, , ,E,WINE C-2 W/STRONG BEER,30.4743101,-97.633005
7000058,APPROVED,29/03/18 00:00,2019,29/03/19 00:00,Business 1294399628,UNIVERSITY BLVD,78665,NE,BEER OFF-SALE,30.5754701,-97.633165
7000059,APPROVED,29/03/18 00:00,2019,29/03/19 00:00,Business 1908373274,UNIVERSITY BLVD,78665,NE,FOOD MANUFACTURER,30.5754701,-97.633165
7000060,APPROVED,29/03/18 00:00,2019,29/03/19 00:00,Business 1579432487,UNIVERSITY BLVD,78665,NE,FOOD GROCERY,30.5754701,-97.633165
7000061,APPROVED,07/03/18 00:00,2019,07/03/19 00:00,Business 1406878587,UNIVERSITY BLVD,78665,NE,FOOD MEAT MARKET,30.5732301,-97.640435
7000062,APPROVED,07/03/18 00:00,2019,07/03/19 00:00,Business 214872236,UNIVERSITY BLVD,78665,NE,FOOD MANUFACTURER,30.5732301,-97.640435
7000063,APPROVED,12/04/18 00:00,2019,12/04/19 00:00,Business 1115999989,N A W GRIMES BLVD,78665,NE,FOOD GROCERY,30.5751101,-97.649805
7000064,DELINQUENT,30/03/12 00:00,2019,30/03/19 00:00,Business 1334176280,N A W GRIMES BLVD,78665,NE,FOOD RESTAURANT,30.5678301,-97.649865
7000065,APPROVED,14/06/18 00:00,2019,14/06/19 00:00,Business 1298387837,N A W GRIMES BLVD,78665,NE,FOOD RESTAURANT,30.5678301,-97.649865
7000066,APPROVED,07/03/18 00:00,2019,07/03/19 00:00,Business 277099922,SETON PKWY,78665,NE,FOOD GROCERY,30.5618101,-97.649875
7000067,APPROVED,07/03/18 00:00,2019,07/03/19 00:00,Business 1445491378,SETON PKWY,78665,NE,FOOD MANUFACTURER,30.5618101,-97.649875
7000068,APPROVED,29/03/18 00:00,2019,29/03/19 00:00,Business 1080940175,S A W GRIMES BLVD,78664,E,FOOD RESTAURANT,30.4882201,-97.650675
7000069,APPROVED,25/04/18 00:00,2019,25/04/19 00:00,Business 875952024,S A W GRIMES BLVD,78664,E,FOOD RESTAURANT,30.4881801,-97.651215
7000070,APPROVED,06/12/18 00:00,2019,06/12/19 00:00,Business 39947968,PARKFIELD CV,78664,E,LIQUOR TEMPORARY ON-SALE,30.4881701,-97.653985
7000071,APPROVED,24/05/18 00:00,2019,24/05/19 00:00,Business 186137062,PARKFIELD CV,78664,E,FOOD MEAT MARKET,30.4881701,-97.653985
7000072,APPROVED,04/10/18 00:00,2019,04/10/19 00:00,Business 655862665,S A W GRIMES BLVD,78664,E,LIQ ON-SALE C-2 W/SS SERIES 2000,30.4881701,-97.653645
7000073,PENDING,27/04/12 00:00,2019,27/04/19 00:00,Business 147998391,S A W GRIMES BLVD,78664,E,SPECIAL LATE HOURS FOOD,30.4881701,-97.653645
7000074,PENDING,27/04/12 00:00,2019,27/04/19 00:00,Business 551700522,S A W GRIMES BLVD,78664,E,LIQ ON-SALE C-2 W/SS SERIES 2000,30.4881701,-97.653645
7000075,APPROVED,29/03/18 00:00,2019,29/03/19 00:00,Business 150667324,S A W GRIMES BLVD,78664,E,FOOD CONFECTIONERY,30.4881701,-97.653475
7000076,APPROVED,24/05/18 00:00,2019,24/05/19 00:00,Business 1231175525,S A W GRIMES BLVD,78664,E,FOOD GROCERY,30.4881701,-97.653315
7000077,APPROVED,24/05/18 00:00,2019,24/05/19 00:00,Business 1773559647,S A W GRIMES BLVD,78664,E,FOOD MANUFACTURER,30.4881701,-97.653315
7000078,APPROVED,24/05/18 00:00,2019,24/05/19 00:00,Business 2122597927,S A W GRIMES BLVD,78664,E,FOOD MEAT MARKET,30.4881701,-97.653315
7000079,NEW,30/05/18 09:40,2019,30/05/19 09:40,Business 1157229286,S A W GRIMES BLVD,78664,E,FOOD MANUFACTURER,30.4881701,-97.653145
7000080,APPROVED,12/04/18 00:00,2019,12/04/19 00:00,Business 744931747,S A W GRIMES BLVD,78664,E,FOOD MANUFACTURER,30.4882301,-97.652595
7000081,APPROVED,12/04/18 00:00,2019,12/04/19 00:00,Business 1868632674,PARKFIELD CIR,78664,E,FOOD GROCERY,30.4881801,-97.658535
7000082,APPROVED,29/03/18 00:00,2019,29/03/19 00:00,Business 189020163,WINDY PARK DR,78664,E,FOOD MOBILE VEHICLE VENDOR,30.4882201,-97.657015
7000083,APPROVED,29/03/18 00:00,2019,29/03/19 00:00,Business 1892830585,WINDY PARK DR,78664,E,FOOD GROCERY,30.4882201,-97.657015
7000084,APPROVED,29/03/18 00:00,2019,29/03/19 00:00,Business 1974198204,WINDY PARK DR,78664,E,FOOD MEAT MARKET,30.4882201,-97.657015
7000085,APPROVED,29/03/18 00:00,2019,29/03/19 00:00,Business 1026719007,WINDY PARK DR,78664,E,FOOD RESTAURANT,30.4882201,-97.657015
7000086,APPROVED,04/10/18 00:00,2019,04/10/19 00:00,Business 1664543064,WINDY PARK DR,78664,E,LIQ ON-SALE B W/SS SERIES 4000,30.4881901,-97.656385
7000087,APPROVED,29/03/18 00:00,2019,29/03/19 00:00,Business 852994455,WINDY PARK DR,78664,E,FOOD CATERERS,30.4881901,-97.656385
7000088,APPROVED,01/11/18 00:00,2019,01/11/19 00:00,Business 1621671364,WINDY PARK DR,78664,E,LIQUOR CATERING SERVICES,30.4881901,-97.656385
7000089,NEW,07/10/18 15:04,2019,07/10/19 15:04,Business 530617814,WINDY PARK DR,78664,E,FOOD MOBILE VEHICLE VENDOR,30.4881901,-97.656235
7000090,APPROVED,12/04/18 00:00,2019,12/04/19 00:00,Business 439080260,WINDY PARK DR,78664,E,FOOD MOBILE VEHICLE VENDOR,30.4881901,-97.656235
7000091,APPROVED,12/04/18 00:00,2019,12/04/19 00:00,Business 1700224078,WINDY PARK DR,78664,E,FOOD MOBILE VEHICLE VENDOR,30.4881901,-97.656235
7000092,APPROVED,19/07/18 00:00,2019,19/07/19 00:00,Business 1293702187,WINDY PARK DR,78664,E,FOOD CATERERS,30.4881901,-97.656235
7000093,APPROVED,12/04/18 00:00,2019,12/04/19 00:00,Business 240004059,WINDY PARK DR,78664,E,FOOD MANUFACTURER,30.4881901,-97.656235
7000094,APPROVED,19/07/18 00:00,2019,19/07/19 00:00,Business 1719672682,PARKFIELD CV,78664,E,FOOD MANUFACTURER,30.4880101,-97.655855
7000095,APPROVED,25/04/18 00:00,2019,25/04/19 00:00,Business 606503963,PARKFIELD CV,78664,E,FOOD CONFECTIONERY,30.4880101,-97.655855
7000096,APPROVED,25/04/18 00:00,2019,25/04/19 00:00,Business 1647821799,PARKFIELD CV,78664,E,FOOD MANUFACTURER,30.4880101,-97.655855
7000097,APPROVED,29/03/18 00:00,2019,29/03/19 00:00,Business 678051748,PARKFIELD CV,78664,E,FOOD MANUFACTURER,30.4880101,-97.655855
7000098,APPROVED,19/07/18 00:00,2019,19/07/19 00:00,Business 1868214600,PARKFIELD CV,78664,E,FOOD MANUFACTURER,30.4880101,-97.655855
7000099,APPROVED,12/04/18 00:00,2019,12/04/19 00:00,Business 812399676,PARKFIELD CV,78664,E,FOOD CONFECTIONERY,30.4880101,-97.655855
7000100,APPROVED,12/04/18 00:00,2019,12/04/19 00:00,Business 1162827410,PARKFIELD CV,78664,E,FOOD CONFECTIONERY,30.4880101,-97.655855
7000101,APPROVED,28/06/18 00:00,2019,28/06/19 00:00,Business 54138976,PARKFIELD CV,78664,E,FOOD RESTAURANT,30.4880101,-97.655855
7000102,APPROVED,28/06/18 00:00,2019,28/06/19 00:00,Business 27920521,PARKFIELD CV,78664,E,FOOD RESTAURANT,30.4880101,-97.655855
7000103,APPROVED,24/05/18 00:00,2019,24/05/19 00:00,Business 594333589,PARKFIELD CV,78664,E,FOOD MEAT MARKET,30.4880101,-97.655855
7000104,APPROVED,29/03/18 00:00,2019,29/03/19 00:00,Business 1135127812,PARKFIELD CV,78664,E,FOOD GROCERY,30.4880101,-97.655855
7000105,APPROVED,29/03/18 00:00,2019,29/03/19 00:00,Business 41823566,PARKFIELD CV,78664,E,BEER OFF-SALE,30.4880101,-97.655855
7000106,APPROVED,29/03/18 00:00,2019,29/03/19 00:00,Business 1024958301,PARKFIELD CV,78664,E,BEER OFF-SALE,30.4880101,-97.655855
7000107,APPROVED,29/03/18 00:00,2019,29/03/19 00:00,Business 2072511451,PARKFIELD CV,78664,E,BEER OFF-SALE,30.4880101,-97.655855
7000108,APPROVED,29/03/18 00:00,2019,29/03/19 00:00,Business 97573448,GREENLAWN BLVD,78664,E,FOOD SHELF,30.4882101,-97.662665
7000109,APPROVED,12/04/18 00:00,2019,12/04/19 00:00,Business 1291013967,OXFORD BLVD,78664,E,LIQ OFF-SALE SERIES 2000,30.4881501,-97.664615
7000110,APPROVED,10/05/18 00:00,2019,10/05/19 00:00,Business 141795830,NOTTINGHAM HILL RD,78664,E,FOOD RESTAURANT,30.4881801,-97.665225
7000111,APPROVED,10/05/18 00:00,2019,10/05/19 00:00,Business 665090918,NOTTINGHAM HILL RD,78664,P,FOOD VENDING MACHINE,30.4878901,-97.665225
7000112,NEW PROP,25/10/18 14:37,2019,25/10/19 14:37,Business 1131360834,NOTTINGHAM HILL RD,78664,E,FOOD MANUFACTURER,30.4882101,-97.667245
7000113,PENDING,22/02/18 00:00,2019,22/02/19 00:00,Business 1216350963,NOTTINGHAM HILL RD,78664,E,FOOD MEAT MARKET,30.4882101,-97.667245
7000114,APPROVED,07/03/18 00:00,2019,07/03/19 00:00,Business 861196637,DELL WAY,78664,P,FOOD RESTAURANT,30.4846601,-97.665965
7000115,APPROVED,07/03/18 00:00,2019,07/03/19 00:00,Business 250790342,DELL WAY,78664,P,FOOD SIDEWALK CAFE,30.4846601,-97.665965
7000116,APPROVED,29/03/18 00:00,2019,29/03/19 00:00,Business 540349781,DELL WAY,78664,P,FOOD GROCERY,30.4849501,-97.665205
7000117,APPROVED,29/03/18 00:00,2019,29/03/19 00:00,Business 175697644,GREENLAWN BLVD,78664,P,WINE E W/STRONG BEER,30.4780901,-97.665215
7000118,APPROVED,12/04/18 00:00,2019,12/04/19 00:00,Business 400241634,GREENLAWN BLVD,78664,P,FOOD MANUFACTURER,30.4793501,-97.665105
7000119,APPROVED,04/10/18 00:00,2019,04/10/19 00:00,Business 1862905964,LOUIS HENNA BLVD,78664,P,FOOD RESTAURANT,30.4810701,-97.665135
7000120,APPROVED,07/03/18 00:00,2019,07/03/19 00:00,Business 600473837,LOUIS HENNA BLVD,78664,P,FOOD GROCERY,30.4794201,-97.665885
7000121,APPROVED,29/03/18 00:00,2019,29/03/19 00:00,Business 113830914,GREENLAWN BLVD,78664,P,FOOD GROCERY,30.4744701,-97.665865
7000122,APPROVED,29/03/18 00:00,2019,29/03/19 00:00,Business 1680405316,GREENLAWN BLVD,78664,P,FOOD MANUFACTURER,30.4744701,-97.665865
7000123,APPROVED,29/03/18 00:00,2019,29/03/19 00:00,Business 1985216284,S IH 35 FR,78664,S,FOOD MANUFACTURER,30.4744501,-97.670085
7000124,NEW PROP,12/11/18 14:17,2019,12/11/19 14:17,Business 1893715098,S IH 35 FR,78664,S,FOOD GROCERY,30.4744501,-97.670085
7000125,NEW PROP,12/11/18 14:25,2019,12/11/19 14:25,Business 1618827436,S IH 35 FR,78664,S,BEER OFF-SALE,30.4744501,-97.670085
7000126,APPROVED,29/03/18 00:00,2019,29/03/19 00:00,Business 311043206,GREENLAWN BLVD,78664,P,FOOD RESTAURANT,30.4747201,-97.665845
7000127,APPROVED,15/11/18 00:00,2019,15/11/19 00:00,Business 191682590,W PFLUGERVILLE PKWY,78664,E,WINE E W/STRONG BEER,30.4744701,-97.662015
7000128,APPROVED,15/11/18 00:00,2019,15/11/19 00:00,Business 2073213634,W PFLUGERVILLE PKWY,78664,E,FOOD CATERERS,30.4744701,-97.662015
7000129,APPROVED,29/03/18 00:00,2019,29/03/19 00:00,Business 1518552773,GREENLAWN BLVD,78664,P,FOOD GROCERY,30.4743801,-97.665065
7000130,APPROVED,29/03/18 00:00,2019,29/03/19 00:00,Business 1469706483,GREENLAWN BLVD,78664,P,FOOD MANUFACTURER,30.4743801,-97.665065
7000131,APPROVED,29/03/18 00:00,2019,29/03/19 00:00,Business 1038440433,GREENLAWN BLVD,78664,P,FOOD MEAT MARKET,30.4743801,-97.665065
7000132,APPROVED,10/05/18 00:00,2019,10/05/19 00:00,Business 1781978875,GREENLAWN BLVD,78664,P,FOOD MANUFACTURER,30.4750301,-97.665065
7000133,APPROVED,02/08/18 00:00,2019,02/08/19 00:00,Business 1982193370,W PFLUGERVILLE PKWY,78664,S,BEER-TEMP ON-SALE,30.4766901,-97.661045
7000134,APPROVED,12/04/18 00:00,2019,12/04/19 00:00,Business 1416379651,GREENLAWN BLVD,78664,P,FOOD GROCERY,30.4761901,-97.665065
7000135,APPROVED,12/04/18 00:00,2019,12/04/19 00:00,Business 1589449932,JAZZ ST,78664,E,FOOD GROCERY,30.4797501,-97.654995
7000136,APPROVED,12/04/18 00:00,2019,12/04/19 00:00,Business 5391586,JAZZ ST,78664,E,FOOD MEAT MARKET,30.4797501,-97.654995
7000137,APPROVED,07/03/18 00:00,2019,07/03/19 00:00,Business 1327741037,WINNSBORO DR,78664,S,FOOD GROCERY,30.4810101,-97.650705
7000138,APPROVED,07/03/18 00:00,2019,07/03/19 00:00,Business 611147078,WINNSBORO DR,78664,S,FOOD MEAT MARKET,30.4810101,-97.650705
7000139,APPROVED,29/03/18 00:00,2019,29/03/19 00:00,Business 76679891,WINNSBORO DR,78664,S,BEER OFF-SALE,30.4810101,-97.650705
7000140,APPROVED,29/03/18 00:00,2019,29/03/19 00:00,Business 913300472,WINNSBORO DR,78664,S,WINE E W/STRONG BEER,30.4794801,-97.650605
7000141,APPROVED,07/03/18 00:00,2019,07/03/19 00:00,Business 2034882319,TEXOMA DR,78664,S,FOOD GROCERY,30.4780901,-97.650705
7000142,APPROVED,07/03/18 00:00,2019,07/03/19 00:00,Business 245293430,TEXOMA DR,78664,S,FOOD MANUFACTURER,30.4780901,-97.650705
7000143,APPROVED,29/03/18 00:00,2019,29/03/19 00:00,Business 945424101,TEXOMA DR,78664,S,BEER OFF-SALE,30.4780901,-97.650705
7000144,APPROVED,07/03/18 00:00,2019,07/03/19 00:00,Business 1077149267,ZYDECO DR,78664,P,FOOD RESTAURANT,30.4799501,-97.655775
7000145,APPROVED,19/07/18 00:00,2019,19/07/19 00:00,Business 1934536706,W PFLUGERVILLE PKWY,78664,S,FOOD MANUFACTURER,30.4743801,-97.658775
7000146,APPROVED,15/11/18 00:00,2019,15/11/19 00:00,Business 1742886014,GLENN DR,78664,S,FOOD GROCERY,30.4762101,-97.650695
7000147,APPROVED,15/11/18 00:00,2019,15/11/19 00:00,Business 2093968815,GLENN DR,78664,S,BEER OFF-SALE,30.4762101,-97.650695
7000148,APPROVED,29/03/18 00:00,2019,29/03/19 00:00,Business 430322850,GLENN DR,78664,S,FOOD GROCERY,30.4762101,-97.650695
7000149,APPROVED,12/04/18 00:00,2019,12/04/19 00:00,Business 1061771980,GLENN DR,78664,S,BEER OFF-SALE,30.4762101,-97.650695
7000150,APPROVED,12/04/18 00:00,2019,12/04/19 00:00,Business 1450857221,WARNER RANCH DR,78664,P,FOOD GROCERY,30.4744701,-97.654965
7000151,APPROVED,07/03/18 00:00,2019,07/03/19 00:00,Business 440096734,WARNER RANCH DR,78664,P,FOOD RESTAURANT,30.4744701,-97.654965
7000152,APPROVED,29/03/18 00:00,2019,29/03/19 00:00,Business 1266882834,UNIVERSITY BLVD,78665,NE,LIQ ON-SALE B W/SS SERIES 2000,30.5678801,-97.656545
7000153,APPROVED,02/08/18 00:00,2019,02/08/19 00:00,Business 1145621676,UNIVERSITY BLVD,78665,NE,LIQUOR CATERING SERVICES,30.5678801,-97.656545
7000154,DELINQUENT,06/08/10 00:00,2019,06/08/19 00:00,Business 1110697352,UNIVERSITY BLVD,78665,P,FOOD CONFECTIONERY,30.5678801,-97.656545
7000155,APPROVED,07/03/18 00:00,2019,07/03/19 00:00,Business 1185822627,PARKVISTA TRL,78665,NE,FOOD GROCERY,30.5738801,-97.664755
7000156,APPROVED,12/04/18 00:00,2019,12/04/19 00:00,Business 1798991669,S MAYS ST,78664,E,FOOD GROCERY,30.4882201,-97.673045
7000157,APPROVED,12/04/18 00:00,2019,12/04/19 00:00,Business 428624577,S MAYS ST,78664,E,FOOD MANUFACTURER,30.4882201,-97.673045
7000158,APPROVED,12/04/18 00:00,2019,12/04/19 00:00,Business 1185036405,S MAYS ST,78664,E,FOOD MEAT MARKET,30.4882201,-97.673045
7000159,APPROVED,29/03/18 00:00,2019,29/03/19 00:00,Business 118242243,S MAYS ST,78664,E,FOOD RESTAURANT,30.4882101,-97.674175
7000160,APPROVED,25/04/18 00:00,2019,25/04/19 00:00,Business 1111065924,S IH 35 FR,78664,E,FOOD MOBILE VEHICLE VENDOR,30.4882101,-97.674995
7000161,APPROVED,25/04/18 00:00,2019,25/04/19 00:00,Business 1028644203,S IH 35 FR,78664,E,FOOD MANUFACTURER,30.4882101,-97.674995
7000162,APPROVED,02/08/18 00:00,2019,02/08/19 00:00,Business 1177122732,S IH 35 FR,78664,E,FOOD MANUFACTURER,30.4882101,-97.675425
7000163,DELINQUENT,30/03/12 00:00,2019,30/03/19 00:00,Business 1677121906,S IH 35 FR,78664,E,FOOD MANUFACTURER,30.4882101,-97.675425
7000164,DELINQUENT,30/03/12 00:00,2019,30/03/19 00:00,Business 1247625267,S IH 35 FR,78664,E,FOOD MANUFACTURER,30.4882101,-97.675425
7000165,PENDING,27/04/12 00:00,2019,27/04/19 00:00,Business 1891758333,S MAYS ST,78664,S,FOOD RESTAURANT,30.4879501,-97.673615
7000166,APPROVED,29/03/18 00:00,2019,29/03/19 00:00,Business 2015500874,S MAYS ST,78664,S,FOOD MANUFACTURER,30.4875901,-97.672885
7000167,APPROVED,29/03/18 00:00,2019,29/03/19 00:00,Business 1124162363,S MAYS ST,78664,S,FOOD CATERERS,30.4875901,-97.672885
7000168,APPROVED,29/03/18 00:00,2019,29/03/19 00:00,Business 201481861,S MAYS ST,78664,S,FOOD MOBILE VEHICLE VENDOR,30.4882101,-97.673735
7000169,APPROVED,29/03/18 00:00,2019,29/03/19 00:00,Business 753313049,S MAYS ST,78664,S,FOOD MANUFACTURER,30.4882101,-97.673735
7000170,PENDING,25/05/12 00:00,2019,25/05/19 00:00,Business 206597650,S MAYS ST,78664,E,FOOD MEAT MARKET,30.4882101,-97.673735
